dataset_row,title,source_row,paragraph_id,sentence_start_id,sentence_end_id,sentence_count,word_count,char_count,topic,document,sentence
2320,BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),40,534,830,831,2,44,225,0,I have a jock shuttle with the speed limit and the jock shuttle is normally a sensitive flight so I have to push it directly to the touchpad so it doesn't get too close to me. The Hammond Cardon system doesn't work like this.,I have a jock shuttle with the speed limit and the jock shuttle is normally a sensitive flight so I have to push it directly to the touchpad so it doesn't get too close to me. The Hammond Cardon system doesn't work like this.
2321,BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),40,535,832,834,3,19,78,0,"No. So, no. At the end of the day, I'm going to bring the car back to the car.","No. So, no. At the end of the day, I'm going to bring the car back to the car."
2322,BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),40,536,835,836,2,27,117,0,"I'm going to bring the music back to the club. When the car is back in the car, I'm going to take it back to the car.","I'm going to bring the music back to the club. When the car is back in the car, I'm going to take it back to the car."
2323,BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),40,537,837,838,2,16,70,0,I'm going to take it back to the class. I'm not going to take it back.,I'm going to take it back to the class. I'm not going to take it back.
2324,BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),40,538,839,841,3,21,102,0,"I'm not going to say anything, but I'm going to take it back to the car. Blah, blah, blah. Yeah, good.","I'm not going to say anything, but I'm going to take it back to the car. Blah, blah, blah. Yeah, good."
2325,BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),40,539,843,845,3,13,56,0,Come on. More fun. I'm going to take it back to the car.,Come on. More fun. I'm going to take it back to the car.
2326,BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),40,540,846,848,3,13,66,0,Another time. That's the end of our review. I hope you enjoyed it.,Another time. That's the end of our review. I hope you enjoyed it.
2327,BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),40,541,849,849,1,12,65,0,"If you liked the video, don't forget to subscribe to our channel.","If you liked the video, don't forget to subscribe to our channel."
2328,BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),40,542,850,850,1,17,95,0,"And if you haven't already, don't forget to subscribe to our channel for more videos like this.","And if you haven't already, don't forget to subscribe to our channel for more videos like this."
2329,BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),40,543,851,853,3,15,78,0,"We'll see you in the next video. Bye! So, I found this video very interesting.","We'll see you in the next video. Bye! So, I found this video very interesting."
2330,BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),40,544,854,855,2,17,84,0,We have already seen a few videos about it. I think it is very interesting to watch.,We have already seen a few videos about it. I think it is very interesting to watch.
2331,BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),40,545,856,857,2,14,71,0,I think it is interesting to watch. I think it is interesting to watch.,I think it is interesting to watch. I think it is interesting to watch.
2332,BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),40,546,858,859,2,14,71,0,I think it is interesting to watch. I think it is interesting to watch.,I think it is interesting to watch. I think it is interesting to watch.
2333,BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),40,547,860,861,2,14,71,0,I think it is interesting to watch. I think it is interesting to watch.,I think it is interesting to watch. I think it is interesting to watch.
2334,BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),40,548,862,862,1,12,61,0,"So all the boost functions are there, and then it's all over.","So all the boost functions are there, and then it's all over."
2335,BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),40,549,863,864,2,21,102,0,"Then I can't do much of that. Now there's the Bensigna line, I'm listening to it now, it's at 200 cps.","Then I can't do much of that. Now there's the Bensigna line, I'm listening to it now, it's at 200 cps."
2336,BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),40,550,865,866,2,20,101,0,"It's a big difference. But so, with a little bit of the battery of the bike, it makes the difference.","It's a big difference. But so, with a little bit of the battery of the bike, it makes the difference."
2337,BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),40,551,867,867,1,16,77,0,"And where it's not just the last wheel in the car, it's also the front wheel.","And where it's not just the last wheel in the car, it's also the front wheel."
2338,BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),40,552,868,868,1,12,80,0,And that's the difference between the hard-working car and the fine-working car.,And that's the difference between the hard-working car and the fine-working car.
2339,BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),40,553,869,870,2,23,131,0,"So, I don't know, probably not at all. However, as we have already discussed, naphronas are the most important people in the world.","So, I don't know, probably not at all. However, as we have already discussed, naphronas are the most important people in the world."
2340,BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),40,554,871,871,1,27,137,0,"And if you want to give us an opportunity to talk about naphronas when we are growing up, then we can talk about naphronas in the future.","And if you want to give us an opportunity to talk about naphronas when we are growing up, then we can talk about naphronas in the future."
2341,BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),40,555,872,873,2,16,97,0,"The fuel consumption here, in February, was completely lost. I don't know what's going to happen.","The fuel consumption here, in February, was completely lost. I don't know what's going to happen."
2342,BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),40,556,874,875,2,14,73,0,I don't know what's going to happen. I don't know what's going to happen.,I don't know what's going to happen. I don't know what's going to happen.
2343,BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),40,557,876,877,2,14,73,0,I don't know what's going to happen. I don't know what's going to happen.,I don't know what's going to happen. I don't know what's going to happen.
2344,BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),40,558,878,880,3,17,89,0,"It's a victory, I'm not sure. So, that's all for today. Thank you very much for watching.","It's a victory, I'm not sure. So, that's all for today. Thank you very much for watching."
2345,BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),40,559,881,881,1,15,80,0,"If you didn't enjoy the show, feel free to like and subscribe, it's really good.","If you didn't enjoy the show, feel free to like and subscribe, it's really good."
2346,BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),40,560,882,882,1,46,202,0,"If you're not too big, if you're in sport, you're going to have a lot of fun, and if you're going to do a lot of work in sport, you're going to have a lot of fun, then you're going to have a lot of fun.","If you're not too big, if you're in sport, you're going to have a lot of fun, and if you're going to do a lot of work in sport, you're going to have a lot of fun, then you're going to have a lot of fun."
2347,BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),40,561,883,883,1,17,75,0,"I'm a bit of an anabekom, and that's why you're going to have a lot of fun.","I'm a bit of an anabekom, and that's why you're going to have a lot of fun."
2348,BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),40,562,884,884,1,24,111,0,But the only sport that you're going to have fun with is the sport that you're going to have a lot of fun with.,But the only sport that you're going to have fun with is the sport that you're going to have a lot of fun with.
2349,BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),40,563,885,886,2,13,69,0,"So comfort, the auto is comfortable. Come on, come on, do your thing.","So comfort, the auto is comfortable. Come on, come on, do your thing."
2350,BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),40,564,887,889,3,30,124,0,"Yeah, uh, I talk nuts. Go on, man. So yes, it's a 2 plus 2, it's a little bit more, it's a 2 plus 2, it's a little bit more.","Yeah, uh, I talk nuts. Go on, man. So yes, it's a 2 plus 2, it's a little bit more, it's a 2 plus 2, it's a little bit more."
2351,BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),40,565,890,890,1,31,148,0,"You can see that it's a 2, and we have a little bit more time to think about this little thing, which I think will be a little bit more interesting.","You can see that it's a 2, and we have a little bit more time to think about this little thing, which I think will be a little bit more interesting."
2352,BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),40,566,891,892,2,15,65,0,"But of course, you don't want to buy it. You just want to buy it.","But of course, you don't want to buy it. You just want to buy it."
2353,BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),40,567,893,894,2,14,59,0,"No, you don't want to buy it. No, you don't want to buy it.","No, you don't want to buy it. No, you don't want to buy it."
2354,BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),40,568,895,896,2,12,60,0,But here you can buy it. It's a little bit more interesting.,But here you can buy it. It's a little bit more interesting.
2355,BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),40,569,897,898,2,20,89,0,"for you and your friends. So, Altax, I don't know how to say it, but it's not a big deal.","for you and your friends. So, Altax, I don't know how to say it, but it's not a big deal."
2356,BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),40,570,899,899,1,15,72,0,"It's a big deal with the marco and everything else, but it's a big deal.","It's a big deal with the marco and everything else, but it's a big deal."
2357,BMW BMW i8 top speed run ¦ Car Driving Down The Road ¦ BMW i8 review top gear 2015 (720p 25fps H264 128kbit AAC),40,571,900,900,1,19,92,0,"And I believe that if you don't sing with your friends, you won't be able to play with them.","And I believe that if you don't sing with your friends, you won't be able to play with them."
